frontend_api_id,module,exported_function,http_method,url_expression,normalized_path,source,contract_status
FEAPI-0140,inventory/gift,delGift,DELETE,'/inventory/gift/' + giftIds,/inventory/gift/{giftIds},erp-ui/src/api/inventory/gift.js:20,待与后端/OpenAPI 核验
FEAPI-0141,inventory/gift,importGiftData,POST,'/inventory/gift/importData',/inventory/gift/importData,erp-ui/src/api/inventory/gift.js:24,待与后端/OpenAPI 核验
FEAPI-0142,inventory/gift,importGiftTemplate,POST,'/inventory/gift/importTemplate',/inventory/gift/importTemplate,erp-ui/src/api/inventory/gift.js:28,待与后端/OpenAPI 核验
FEAPI-0143,inventory/gift,giftCategoryTree,GET,'/inventory/gift/category/tree',/inventory/gift/category/tree,erp-ui/src/api/inventory/gift.js:32,待与后端/OpenAPI 核验
FEAPI-0144,inventory/gift,getGiftCategory,GET,'/inventory/gift/category/' + categoryId,/inventory/gift/category/{categoryId},erp-ui/src/api/inventory/gift.js:36,待与后端/OpenAPI 核验
FEAPI-0145,inventory/gift,addGiftCategory,POST,'/inventory/gift/category',/inventory/gift/category,erp-ui/src/api/inventory/gift.js:40,待与后端/OpenAPI 核验
FEAPI-0146,inventory/gift,updateGiftCategory,POST,'/inventory/gift/category/update',/inventory/gift/category/update,erp-ui/src/api/inventory/gift.js:44,待与后端/OpenAPI 核验
FEAPI-0147,inventory/gift,delGiftCategory,DELETE,'/inventory/gift/category/' + categoryId,/inventory/gift/category/{categoryId},erp-ui/src/api/inventory/gift.js:48,待与后端/OpenAPI 核验
FEAPI-0148,inventory/mobile,getMobileOptions,GET,'/inventory/mobile/options/' + type,/inventory/mobile/options/{type},erp-ui/src/api/inventory/mobile.js:5,待与后端/OpenAPI 核验
FEAPI-0149,inventory/mobile,getMobileWorkbenchSummary,GET,'/inventory/mobile/workbench/summary',/inventory/mobile/workbench/summary,erp-ui/src/api/inventory/mobile.js:13,待与后端/OpenAPI 核验
FEAPI-0150,inventory/mobile,listTransferApprovalTodos,GET,'/inventory/mobile/transfer-approval/todo',/inventory/mobile/transfer-approval/todo,erp-ui/src/api/inventory/mobile.js:21,待与后端/OpenAPI 核验
FEAPI-0151,inventory/oe,listOe,GET,'/inventory/oe/list',/inventory/oe/list,erp-ui/src/api/inventory/oe.js:4,待与后端/OpenAPI 核验
FEAPI-0152,inventory/oe,getOe,GET,'/inventory/oe/' + oeItemId,/inventory/oe/{oeItemId},erp-ui/src/api/inventory/oe.js:8,待与后端/OpenAPI 核验
FEAPI-0153,inventory/oe,addOe,POST,'/inventory/oe',/inventory/oe,erp-ui/src/api/inventory/oe.js:12,待与后端/OpenAPI 核验
FEAPI-0154,inventory/oe,updateOe,POST,'/inventory/oe/update',/inventory/oe/update,erp-ui/src/api/inventory/oe.js:16,待与后端/OpenAPI 核验
FEAPI-0155,inventory/oe,delOe,DELETE,'/inventory/oe/' + oeItemIds,/inventory/oe/{oeItemIds},erp-ui/src/api/inventory/oe.js:20,待与后端/OpenAPI 核验
FEAPI-0156,inventory/oe,importOeData,POST,'/inventory/oe/importData',/inventory/oe/importData,erp-ui/src/api/inventory/oe.js:24,待与后端/OpenAPI 核验
FEAPI-0157,inventory/oe,importOeTemplate,POST,'/inventory/oe/importTemplate',/inventory/oe/importTemplate,erp-ui/src/api/inventory/oe.js:28,待与后端/OpenAPI 核验
FEAPI-0158,inventory/oe,oeCategoryTree,GET,'/inventory/oe/category/tree',/inventory/oe/category/tree,erp-ui/src/api/inventory/oe.js:32,待与后端/OpenAPI 核验
FEAPI-0159,inventory/oe,getOeCategory,GET,'/inventory/oe/category/' + categoryId,/inventory/oe/category/{categoryId},erp-ui/src/api/inventory/oe.js:36,待与后端/OpenAPI 核验
FEAPI-0160,inventory/oe,addOeCategory,POST,'/inventory/oe/category',/inventory/oe/category,erp-ui/src/api/inventory/oe.js:40,待与后端/OpenAPI 核验
FEAPI-0161,inventory/oe,updateOeCategory,POST,'/inventory/oe/category/update',/inventory/oe/category/update,erp-ui/src/api/inventory/oe.js:44,待与后端/OpenAPI 核验
FEAPI-0162,inventory/oe,delOeCategory,DELETE,'/inventory/oe/category/' + categoryId,/inventory/oe/category/{categoryId},erp-ui/src/api/inventory/oe.js:48,待与后端/OpenAPI 核验
FEAPI-0163,inventory/oeReplenishment,listOeReplenishment,GET,'/inventory/oeReplenishment/list',/inventory/oeReplenishment/list,erp-ui/src/api/inventory/oeReplenishment.js:4,待与后端/OpenAPI 核验
FEAPI-0164,inventory/oeReplenishment,getOeReplenishmentOpsStats,GET,'/inventory/oeReplenishment/ops-stats',/inventory/oeReplenishment/ops-stats,erp-ui/src/api/inventory/oeReplenishment.js:8,待与后端/OpenAPI 核验
FEAPI-0165,inventory/oeReplenishment,getOeReplenishment,GET,`/inventory/oeReplenishment/${demandId}`,/inventory/oeReplenishment/{demandId},erp-ui/src/api/inventory/oeReplenishment.js:12,待与后端/OpenAPI 核验
FEAPI-0166,inventory/oeReplenishment,createOeReplenishmentTransfer,POST,`/inventory/oeReplenishment/${demandId}/transfers`,/inventory/oeReplenishment/{demandId}/transfers,erp-ui/src/api/inventory/oeReplenishment.js:16,待与后端/OpenAPI 核验
FEAPI-0167,inventory/oeReplenishment,markOeReplenishmentOutOfStock,POST,`/inventory/oeReplenishment/${demandId}/out-of-stock`,/inventory/oeReplenishment/{demandId}/out-of-stock,erp-ui/src/api/inventory/oeReplenishment.js:20,待与后端/OpenAPI 核验
FEAPI-0168,inventory/oeReplenishment,closeOeReplenishment,POST,`/inventory/oeReplenishment/${demandId}/close`,/inventory/oeReplenishment/{demandId}/close,erp-ui/src/api/inventory/oeReplenishment.js:24,待与后端/OpenAPI 核验
FEAPI-0169,inventory/product,listProduct,GET,'/inventory/product/list',/inventory/product/list,erp-ui/src/api/inventory/product.js:5,待与后端/OpenAPI 核验
FEAPI-0170,inventory/product,getProduct,GET,'/inventory/product/' + productId,/inventory/product/{productId},erp-ui/src/api/inventory/product.js:10,待与后端/OpenAPI 核验
FEAPI-0171,inventory/product,addProduct,POST,'/inventory/product',/inventory/product,erp-ui/src/api/inventory/product.js:15,待与后端/OpenAPI 核验
FEAPI-0172,inventory/product,updateProduct,POST,'/inventory/product/update',/inventory/product/update,erp-ui/src/api/inventory/product.js:20,待与后端/OpenAPI 核验
FEAPI-0173,inventory/product,delProduct,DELETE,'/inventory/product/' + productIds,/inventory/product/{productIds},erp-ui/src/api/inventory/product.js:25,待与后端/OpenAPI 核验
FEAPI-0174,inventory/product,importData,POST,'/inventory/product/importData',/inventory/product/importData,erp-ui/src/api/inventory/product.js:30,待与后端/OpenAPI 核验
FEAPI-0175,inventory/product,importTemplate,POST,'/inventory/product/importTemplate',/inventory/product/importTemplate,erp-ui/src/api/inventory/product.js:35,待与后端/OpenAPI 核验
FEAPI-0176,inventory/purchase,savePurchase,POST,'/inventory/purchase/save',/inventory/purchase/save,erp-ui/src/api/inventory/purchase.js:5,待与后端/OpenAPI 核验
FEAPI-0177,inventory/purchase,submitPurchase,POST,'/inventory/purchase/submit',/inventory/purchase/submit,erp-ui/src/api/inventory/purchase.js:10,待与后端/OpenAPI 核验
FEAPI-0178,inventory/purchase,listPurchase,GET,'/inventory/purchase/list',/inventory/purchase/list,erp-ui/src/api/inventory/purchase.js:15,待与后端/OpenAPI 核验
FEAPI-0179,inventory/purchase,listMyPurchases,GET,'/inventory/purchase/my',/inventory/purchase/my,erp-ui/src/api/inventory/purchase.js:20,待与后端/OpenAPI 核验
FEAPI-0180,inventory/purchase,getPurchaseDetail,GET,'/inventory/purchase/' + orderId,/inventory/purchase/{orderId},erp-ui/src/api/inventory/purchase.js:25,待与后端/OpenAPI 核验
FEAPI-0181,inventory/purchase,receivePurchase,POST,'/inventory/purchase/receive/' + orderId,/inventory/purchase/receive/{orderId},erp-ui/src/api/inventory/purchase.js:30,待与后端/OpenAPI 核验
FEAPI-0182,inventory/purchase,qualityCheckPurchase,POST,'/inventory/purchase/qc/' + orderId,/inventory/purchase/qc/{orderId},erp-ui/src/api/inventory/purchase.js:35,待与后端/OpenAPI 核验
FEAPI-0183,inventory/purchase,listPendingReceiptBatches,GET,'/inventory/purchase/' + orderId + '/receipt-batches/pending',/inventory/purchase/{orderId}/receipt-batches/pending,erp-ui/src/api/inventory/purchase.js:40,待与后端/OpenAPI 核验
FEAPI-0184,inventory/purchase,qualityCheckPurchaseBatch,POST,'/inventory/purchase/qc/batch/' + orderId,/inventory/purchase/qc/batch/{orderId},erp-ui/src/api/inventory/purchase.js:45,待与后端/OpenAPI 核验
FEAPI-0185,inventory/purchase,cancelPurchase,DELETE,'/inventory/purchase/' + orderId,/inventory/purchase/{orderId},erp-ui/src/api/inventory/purchase.js:50,待与后端/OpenAPI 核验
FEAPI-0186,inventory/purchase,deleteDraftPurchase,DELETE,'/inventory/purchase/delete/' + orderId,/inventory/purchase/delete/{orderId},erp-ui/src/api/inventory/purchase.js:55,待与后端/OpenAPI 核验
FEAPI-0187,inventory/purchaseReturn,listPurchaseReturn,GET,'/inventory/purchaseReturn/list',/inventory/purchaseReturn/list,erp-ui/src/api/inventory/purchaseReturn.js:5,待与后端/OpenAPI 核验
FEAPI-0188,inventory/purchaseReturn,listMyPurchaseReturn,GET,'/inventory/purchaseReturn/my',/inventory/purchaseReturn/my,erp-ui/src/api/inventory/purchaseReturn.js:10,待与后端/OpenAPI 核验
FEAPI-0189,inventory/purchaseReturn,getPurchaseReturn,GET,'/inventory/purchaseReturn/' + returnId,/inventory/purchaseReturn/{returnId},erp-ui/src/api/inventory/purchaseReturn.js:15,待与后端/OpenAPI 核验
FEAPI-0190,inventory/purchaseReturn,savePurchaseReturn,POST,'/inventory/purchaseReturn/save',/inventory/purchaseReturn/save,erp-ui/src/api/inventory/purchaseReturn.js:20,待与后端/OpenAPI 核验
FEAPI-0191,inventory/purchaseReturn,submitPurchaseReturn,POST,'/inventory/purchaseReturn/submit',/inventory/purchaseReturn/submit,erp-ui/src/api/inventory/purchaseReturn.js:25,待与后端/OpenAPI 核验
FEAPI-0192,inventory/purchaseReturn,confirmPurchaseReturn,POST,'/inventory/purchaseReturn/confirm/' + returnId,/inventory/purchaseReturn/confirm/{returnId},erp-ui/src/api/inventory/purchaseReturn.js:30,待与后端/OpenAPI 核验
FEAPI-0193,inventory/purchaseReturn,cancelPurchaseReturn,DELETE,'/inventory/purchaseReturn/' + returnId,/inventory/purchaseReturn/{returnId},erp-ui/src/api/inventory/purchaseReturn.js:35,待与后端/OpenAPI 核验
FEAPI-0194,inventory/report,getReportSummary,GET,'/inventory/report/summary',/inventory/report/summary,erp-ui/src/api/inventory/report.js:5,待与后端/OpenAPI 核验
FEAPI-0195,inventory/report,listStockWarning,GET,'/inventory/report/stock-warning',/inventory/report/stock-warning,erp-ui/src/api/inventory/report.js:10,待与后端/OpenAPI 核验
FEAPI-0196,inventory/sales,saveSales,POST,'/inventory/sales/save',/inventory/sales/save,erp-ui/src/api/inventory/sales.js:5,待与后端/OpenAPI 核验
FEAPI-0197,inventory/sales,submitSales,POST,'/inventory/sales/submit',/inventory/sales/submit,erp-ui/src/api/inventory/sales.js:10,待与后端/OpenAPI 核验
FEAPI-0198,inventory/sales,listSales,GET,'/inventory/sales/list',/inventory/sales/list,erp-ui/src/api/inventory/sales.js:15,待与后端/OpenAPI 核验
FEAPI-0199,inventory/sales,listMySales,GET,'/inventory/sales/my',/inventory/sales/my,erp-ui/src/api/inventory/sales.js:20,待与后端/OpenAPI 核验
FEAPI-0200,inventory/sales,getSalesDetail,GET,'/inventory/sales/' + orderId,/inventory/sales/{orderId},erp-ui/src/api/inventory/sales.js:25,待与后端/OpenAPI 核验
FEAPI-0201,inventory/sales,cancelSales,DELETE,'/inventory/sales/' + orderId,/inventory/sales/{orderId},erp-ui/src/api/inventory/sales.js:30,待与后端/OpenAPI 核验
FEAPI-0202,inventory/salesReturn,listSalesReturn,GET,'/inventory/salesReturn/list',/inventory/salesReturn/list,erp-ui/src/api/inventory/salesReturn.js:5,待与后端/OpenAPI 核验
FEAPI-0203,inventory/salesReturn,listMySalesReturn,GET,'/inventory/salesReturn/my',/inventory/salesReturn/my,erp-ui/src/api/inventory/salesReturn.js:10,待与后端/OpenAPI 核验
FEAPI-0204,inventory/salesReturn,getSalesReturn,GET,'/inventory/salesReturn/' + returnId,/inventory/salesReturn/{returnId},erp-ui/src/api/inventory/salesReturn.js:15,待与后端/OpenAPI 核验
FEAPI-0205,inventory/salesReturn,saveSalesReturn,POST,'/inventory/salesReturn/save',/inventory/salesReturn/save,erp-ui/src/api/inventory/salesReturn.js:20,待与后端/OpenAPI 核验
FEAPI-0206,inventory/salesReturn,submitSalesReturn,POST,'/inventory/salesReturn/submit',/inventory/salesReturn/submit,erp-ui/src/api/inventory/salesReturn.js:25,待与后端/OpenAPI 核验
FEAPI-0207,inventory/salesReturn,confirmSalesReturn,POST,'/inventory/salesReturn/confirm/' + returnId,/inventory/salesReturn/confirm/{returnId},erp-ui/src/api/inventory/salesReturn.js:30,待与后端/OpenAPI 核验
FEAPI-0208,inventory/salesReturn,cancelSalesReturn,DELETE,'/inventory/salesReturn/' + returnId,/inventory/salesReturn/{returnId},erp-ui/src/api/inventory/salesReturn.js:35,待与后端/OpenAPI 核验
FEAPI-0209,inventory/stock,listStock,GET,'/inventory/stock/list',/inventory/stock/list,erp-ui/src/api/inventory/stock.js:5,待与后端/OpenAPI 核验
FEAPI-0210,inventory/stock,getStockSummary,GET,'/inventory/stock/summary',/inventory/stock/summary,erp-ui/src/api/inventory/stock.js:10,待与后端/OpenAPI 核验
FEAPI-0211,inventory/stock,getStock,GET,'/inventory/stock/' + stockId,/inventory/stock/{stockId},erp-ui/src/api/inventory/stock.js:15,待与后端/OpenAPI 核验
FEAPI-0212,inventory/stock,adjustStock,POST,'/inventory/stock/adjust',/inventory/stock/adjust,erp-ui/src/api/inventory/stock.js:20,待与后端/OpenAPI 核验
FEAPI-0213,inventory/stock,listStockLog,GET,'/inventory/stock/log/list',/inventory/stock/log/list,erp-ui/src/api/inventory/stock.js:25,待与后端/OpenAPI 核验
FEAPI-0214,inventory/stockCheck,listStockCheck,GET,'/inventory/stockCheck/list',/inventory/stockCheck/list,erp-ui/src/api/inventory/stockCheck.js:5,待与后端/OpenAPI 核验
FEAPI-0215,inventory/stockCheck,getStockCheck,GET,'/inventory/stockCheck/' + checkId,/inventory/stockCheck/{checkId},erp-ui/src/api/inventory/stockCheck.js:10,待与后端/OpenAPI 核验
FEAPI-0216,inventory/stockCheck,createStockCheck,POST,'/inventory/stockCheck/create',/inventory/stockCheck/create,erp-ui/src/api/inventory/stockCheck.js:15,待与后端/OpenAPI 核验
FEAPI-0217,inventory/stockCheck,listStockCheckCounterCandidates,GET,'/inventory/stockCheck/counter-candidates',/inventory/stockCheck/counter-candidates,erp-ui/src/api/inventory/stockCheck.js:20,待与后端/OpenAPI 核验
FEAPI-0218,inventory/stockCheck,assignStockCheck,PUT,'/inventory/stockCheck/' + checkId + '/assignment',/inventory/stockCheck/{checkId}/assignment,erp-ui/src/api/inventory/stockCheck.js:25,待与后端/OpenAPI 核验
FEAPI-0219,inventory/stockCheck,inputStockCheck,POST,'/inventory/stockCheck/input/' + checkId,/inventory/stockCheck/input/{checkId},erp-ui/src/api/inventory/stockCheck.js:30,待与后端/OpenAPI 核验
FEAPI-0220,inventory/stockCheck,submitStockCheck,POST,'/inventory/stockCheck/submit/' + checkId,/inventory/stockCheck/submit/{checkId},erp-ui/src/api/inventory/stockCheck.js:35,待与后端/OpenAPI 核验
FEAPI-0221,inventory/stockCheck,restartStockCheck,POST,'/inventory/stockCheck/restart/' + checkId,/inventory/stockCheck/restart/{checkId},erp-ui/src/api/inventory/stockCheck.js:40,待与后端/OpenAPI 核验
FEAPI-0222,inventory/stockCheck,listStockCheckApprovalTodos,GET,'/inventory/stockCheck/approval/todo',/inventory/stockCheck/approval/todo,erp-ui/src/api/inventory/stockCheck.js:45,待与后端/OpenAPI 核验
FEAPI-0223,inventory/stockCheck,approveStockCheck,POST,'/inventory/stockCheck/approval/' + checkId + '/approve',/inventory/stockCheck/approval/{checkId}/approve,erp-ui/src/api/inventory/stockCheck.js:50,待与后端/OpenAPI 核验
FEAPI-0224,inventory/stockCheck,rejectStockCheck,POST,'/inventory/stockCheck/approval/' + checkId + '/reject',/inventory/stockCheck/approval/{checkId}/reject,erp-ui/src/api/inventory/stockCheck.js:55,待与后端/OpenAPI 核验
FEAPI-0225,inventory/stockCheck,getStockCheckApprovalTrack,GET,'/inventory/stockCheck/' + checkId + '/approval-track',/inventory/stockCheck/{checkId}/approval-track,erp-ui/src/api/inventory/stockCheck.js:60,待与后端/OpenAPI 核验
FEAPI-0226,inventory/stockCheck,cancelStockCheck,POST,'/inventory/stockCheck/cancel/' + checkId,/inventory/stockCheck/cancel/{checkId},erp-ui/src/api/inventory/stockCheck.js:65,待与后端/OpenAPI 核验
FEAPI-0227,inventory/stockCheck,withdrawStockCheck,POST,'/inventory/stockCheck/' + checkId + '/withdraw',/inventory/stockCheck/{checkId}/withdraw,erp-ui/src/api/inventory/stockCheck.js:70,待与后端/OpenAPI 核验
FEAPI-0228,inventory/stockCheck,deleteStockCheck,DELETE,'/inventory/stockCheck/' + checkIds,/inventory/stockCheck/{checkIds},erp-ui/src/api/inventory/stockCheck.js:75,待与后端/OpenAPI 核验
FEAPI-0229,inventory/supplier,listSupplier,GET,'/inventory/supplier/list',/inventory/supplier/list,erp-ui/src/api/inventory/supplier.js:5,待与后端/OpenAPI 核验
FEAPI-0230,inventory/supplier,getSupplier,GET,'/inventory/supplier/' + supplierId,/inventory/supplier/{supplierId},erp-ui/src/api/inventory/supplier.js:10,待与后端/OpenAPI 核验
FEAPI-0231,inventory/supplier,getSupplierProducts,GET,'/inventory/supplier/' + supplierId + '/products',/inventory/supplier/{supplierId}/products,erp-ui/src/api/inventory/supplier.js:15,待与后端/OpenAPI 核验
FEAPI-0232,inventory/supplier,addSupplier,POST,'/inventory/supplier',/inventory/supplier,erp-ui/src/api/inventory/supplier.js:20,待与后端/OpenAPI 核验
FEAPI-0233,inventory/supplier,updateSupplier,POST,'/inventory/supplier/update',/inventory/supplier/update,erp-ui/src/api/inventory/supplier.js:25,待与后端/OpenAPI 核验
FEAPI-0234,inventory/supplier,delSupplier,DELETE,'/inventory/supplier/' + supplierIds,/inventory/supplier/{supplierIds},erp-ui/src/api/inventory/supplier.js:30,待与后端/OpenAPI 核验
FEAPI-0235,inventory/transfer,listTransfer,GET,'/inventory/transfer/list',/inventory/transfer/list,erp-ui/src/api/inventory/transfer.js:9,待与后端/OpenAPI 核验
FEAPI-0236,inventory/transfer,listTransferProcessing,GET,'/inventory/transfer/processing',/inventory/transfer/processing,erp-ui/src/api/inventory/transfer.js:14,待与后端/OpenAPI 核验
FEAPI-0237,inventory/transfer,getTransferOpsSummary,GET,'/inventory/transfer/ops-summary',/inventory/transfer/ops-summary,erp-ui/src/api/inventory/transfer.js:18,待与后端/OpenAPI 核验
FEAPI-0238,inventory/transfer,listTransferRecords,GET,'/inventory/transfer/records',/inventory/transfer/records,erp-ui/src/api/inventory/transfer.js:23,待与后端/OpenAPI 核验
FEAPI-0239,inventory/transfer,getTransferDetail,GET,'/inventory/transfer/' + transferId,/inventory/transfer/{transferId},erp-ui/src/api/inventory/transfer.js:28,待与后端/OpenAPI 核验
FEAPI-0240,inventory/transfer,getTransferApprovalTrack,GET,'/inventory/transfer/' + transferId + '/approval-track',/inventory/transfer/{transferId}/approval-track,erp-ui/src/api/inventory/transfer.js:33,待与后端/OpenAPI 核验
FEAPI-0241,inventory/transfer,saveTransfer,POST,'/inventory/transfer/save',/inventory/transfer/save,erp-ui/src/api/inventory/transfer.js:38,待与后端/OpenAPI 核验
FEAPI-0242,inventory/transfer,submitTransfer,POST,'/inventory/transfer/submit',/inventory/transfer/submit,erp-ui/src/api/inventory/transfer.js:43,待与后端/OpenAPI 核验
FEAPI-0243,inventory/transfer,approveTransfer,POST,'/inventory/transfer/approve',/inventory/transfer/approve,erp-ui/src/api/inventory/transfer.js:48,待与后端/OpenAPI 核验
FEAPI-0244,inventory/transfer,deliverTransfer,POST,'/inventory/transfer/deliver/' + transferId,/inventory/transfer/deliver/{transferId},erp-ui/src/api/inventory/transfer.js:53,待与后端/OpenAPI 核验
FEAPI-0245,inventory/transfer,receiveTransfer,POST,'/inventory/transfer/receive/' + transferId,/inventory/transfer/receive/{transferId},erp-ui/src/api/inventory/transfer.js:63,待与后端/OpenAPI 核验
FEAPI-0246,inventory/transfer,receiveShipment,POST,'/inventory/transfer/shipment/receive/' + shipmentId,/inventory/transfer/shipment/receive/{shipmentId},erp-ui/src/api/inventory/transfer.js:68,待与后端/OpenAPI 核验
FEAPI-0247,inventory/transfer,cancelTransfer,DELETE,'/inventory/transfer/' + transferId,/inventory/transfer/{transferId},erp-ui/src/api/inventory/transfer.js:78,待与后端/OpenAPI 核验
FEAPI-0248,inventory/transfer,withdrawTransfer,POST,'/inventory/transfer/' + transferId + '/withdraw',/inventory/transfer/{transferId}/withdraw,erp-ui/src/api/inventory/transfer.js:83,待与后端/OpenAPI 核验
FEAPI-0249,inventory/transfer,deleteTransferDraft,DELETE,'/inventory/transfer/delete/' + transferId,/inventory/transfer/delete/{transferId},erp-ui/src/api/inventory/transfer.js:88,待与后端/OpenAPI 核验
FEAPI-0250,inventory/transfer,listTransferDiscrepancies,GET,'/inventory/transfer/' + transferId + '/discrepancies',/inventory/transfer/{transferId}/discrepancies,erp-ui/src/api/inventory/transfer.js:92,待与后端/OpenAPI 核验
FEAPI-0251,inventory/transfer,getTransferDiscrepancy,GET,'/inventory/transfer/discrepancies/' + discrepancyId,/inventory/transfer/discrepancies/{discrepancyId},erp-ui/src/api/inventory/transfer.js:96,待与后端/OpenAPI 核验
FEAPI-0252,inventory/transfer,resolveTransferDiscrepancy,POST,'/inventory/transfer/discrepancies/' + discrepancyId + '/resolve',/inventory/transfer/discrepancies/{discrepancyId}/resolve,erp-ui/src/api/inventory/transfer.js:100,待与后端/OpenAPI 核验
FEAPI-0253,inventory/transferApprovalRule,listTransferApprovalRule,GET,'/inventory/transfer/rule/list',/inventory/transfer/rule/list,erp-ui/src/api/inventory/transferApprovalRule.js:5,待与后端/OpenAPI 核验
FEAPI-0254,inventory/transferApprovalRule,getTransferApprovalRule,GET,'/inventory/transfer/rule/' + ruleId,/inventory/transfer/rule/{ruleId},erp-ui/src/api/inventory/transferApprovalRule.js:10,待与后端/OpenAPI 核验
FEAPI-0255,inventory/transferApprovalRule,addTransferApprovalRule,POST,'/inventory/transfer/rule',/inventory/transfer/rule,erp-ui/src/api/inventory/transferApprovalRule.js:15,待与后端/OpenAPI 核验
FEAPI-0256,inventory/transferApprovalRule,updateTransferApprovalRule,PUT,'/inventory/transfer/rule',/inventory/transfer/rule,erp-ui/src/api/inventory/transferApprovalRule.js:20,待与后端/OpenAPI 核验
FEAPI-0257,inventory/transferApprovalRule,delTransferApprovalRule,DELETE,'/inventory/transfer/rule/' + ruleId,/inventory/transfer/rule/{ruleId},erp-ui/src/api/inventory/transferApprovalRule.js:25,待与后端/OpenAPI 核验
FEAPI-0258,inventory/transferApprovalRule,previewTransferApprovalRule,POST,'/inventory/transfer/rule/preview',/inventory/transfer/rule/preview,erp-ui/src/api/inventory/transferApprovalRule.js:30,待与后端/OpenAPI 核验
FEAPI-0259,inventory/transferApprovalRule,previewTransferApprovalCandidates,POST,'/inventory/transfer/rule/' + ruleId + '/candidate-preview',/inventory/transfer/rule/{ruleId}/candidate-preview,erp-ui/src/api/inventory/transferApprovalRule.js:36,待与后端/OpenAPI 核验
FEAPI-0260,login,login,POST,'/auth/login',/auth/login,erp-ui/src/api/login.js:6,待与后端/OpenAPI 核验
FEAPI-0261,login,register,POST,'/auth/register',/auth/register,erp-ui/src/api/login.js:19,待与后端/OpenAPI 核验
FEAPI-0262,login,getPasswordPolicy,GET,'/auth/passwordPolicy',/auth/passwordPolicy,erp-ui/src/api/login.js:31,待与后端/OpenAPI 核验
FEAPI-0263,login,unlockScreen,POST,'/auth/unlockscreen',/auth/unlockscreen,erp-ui/src/api/login.js:43,待与后端/OpenAPI 核验
FEAPI-0264,login,refreshToken,POST,'/auth/refresh',/auth/refresh,erp-ui/src/api/login.js:55,待与后端/OpenAPI 核验
FEAPI-0265,login,getInfo,GET,'/system/user/getInfo',/system/user/getInfo,erp-ui/src/api/login.js:63,待与后端/OpenAPI 核验
FEAPI-0266,login,logout,DELETE,'/auth/logout',/auth/logout,erp-ui/src/api/login.js:71,待与后端/OpenAPI 核验
FEAPI-0267,login,getCodeImg,GET,'/code',/code,erp-ui/src/api/login.js:80,待与后端/OpenAPI 核验
FEAPI-0268,menu,getRouters,GET,'/system/menu/getRouters',/system/menu/getRouters,erp-ui/src/api/menu.js:6,待与后端/OpenAPI 核验
FEAPI-0269,monitor/job,listJob,GET,'/schedule/job/list',/schedule/job/list,erp-ui/src/api/monitor/job.js:6,待与后端/OpenAPI 核验
FEAPI-0270,monitor/job,getJob,GET,'/schedule/job/' + jobId,/schedule/job/{jobId},erp-ui/src/api/monitor/job.js:15,待与后端/OpenAPI 核验
FEAPI-0271,monitor/job,addJob,POST,'/schedule/job',/schedule/job,erp-ui/src/api/monitor/job.js:23,待与后端/OpenAPI 核验
FEAPI-0272,monitor/job,updateJob,PUT,'/schedule/job',/schedule/job,erp-ui/src/api/monitor/job.js:32,待与后端/OpenAPI 核验
FEAPI-0273,monitor/job,delJob,DELETE,'/schedule/job/' + jobId,/schedule/job/{jobId},erp-ui/src/api/monitor/job.js:41,待与后端/OpenAPI 核验
FEAPI-0274,monitor/job,changeJobStatus,PUT,'/schedule/job/changeStatus',/schedule/job/changeStatus,erp-ui/src/api/monitor/job.js:53,待与后端/OpenAPI 核验
FEAPI-0275,monitor/job,runJob,PUT,'/schedule/job/run',/schedule/job/run,erp-ui/src/api/monitor/job.js:67,待与后端/OpenAPI 核验
FEAPI-0276,monitor/jobLog,listJobLog,GET,'/schedule/job/log/list',/schedule/job/log/list,erp-ui/src/api/monitor/jobLog.js:6,待与后端/OpenAPI 核验
FEAPI-0277,monitor/jobLog,getJobLog,GET,'/schedule/job/log/' + jobLogId,/schedule/job/log/{jobLogId},erp-ui/src/api/monitor/jobLog.js:15,待与后端/OpenAPI 核验
FEAPI-0278,monitor/jobLog,delJobLog,DELETE,'/schedule/job/log/' + jobLogId,/schedule/job/log/{jobLogId},erp-ui/src/api/monitor/jobLog.js:23,待与后端/OpenAPI 核验
FEAPI-0279,monitor/jobLog,cleanJobLog,DELETE,'/schedule/job/log/clean',/schedule/job/log/clean,erp-ui/src/api/monitor/jobLog.js:31,待与后端/OpenAPI 核验
FEAPI-0280,monitor/online,list,GET,'/system/online/list',/system/online/list,erp-ui/src/api/monitor/online.js:6,待与后端/OpenAPI 核验
FEAPI-0281,monitor/online,forceLogout,DELETE,'/system/online/' + tokenId,/system/online/{tokenId},erp-ui/src/api/monitor/online.js:15,待与后端/OpenAPI 核验
FEAPI-0282,oa/attendance,checkIn,POST,'/oa/attendance/checkIn',/oa/attendance/checkIn,erp-ui/src/api/oa/attendance.js:5,待与后端/OpenAPI 核验
FEAPI-0283,oa/attendance,checkOut,POST,'/oa/attendance/checkOut',/oa/attendance/checkOut,erp-ui/src/api/oa/attendance.js:9,待与后端/OpenAPI 核验
FEAPI-0284,oa/attendance,getRecord,GET,'/oa/attendance/' + recordId,/oa/attendance/{recordId},erp-ui/src/api/oa/attendance.js:13,待与后端/OpenAPI 核验
FEAPI-0285,oa/attendance,listMyRecords,GET,'/oa/attendance/my',/oa/attendance/my,erp-ui/src/api/oa/attendance.js:17,待与后端/OpenAPI 核验
