backend_api_id,module,controller,java_method,http_method,controller_path,external_path_candidate,permissions,idempotent_annotation,response_type,data_scope,source,openapi_status
BEAPI-0164,inventory,InvPurchaseController,list,GET,/purchase/list,/inventory/purchase/list,inv:purchase:list,no,TableDataInfo,待逐接口核验,erp-modules/erp-inventory/src/main/java/com/erp/inventory/controller/InvPurchaseController.java:74,待生成版本化 OpenAPI 基线
BEAPI-0165,inventory,InvPurchaseController,myList,GET,/purchase/my,/inventory/purchase/my,inv:purchase:list,no,TableDataInfo,待逐接口核验,erp-modules/erp-inventory/src/main/java/com/erp/inventory/controller/InvPurchaseController.java:85,待生成版本化 OpenAPI 基线
BEAPI-0166,inventory,InvPurchaseController,detail,GET,/purchase/{orderId},/inventory/purchase/{orderId},inv:purchase:query,no,AjaxResult,待逐接口核验,erp-modules/erp-inventory/src/main/java/com/erp/inventory/controller/InvPurchaseController.java:96,待生成版本化 OpenAPI 基线
BEAPI-0167,inventory,InvPurchaseController,suppliers,GET,/purchase/catalog/suppliers,/inventory/purchase/catalog/suppliers,inv:purchase:add,no,TableDataInfo,待逐接口核验,erp-modules/erp-inventory/src/main/java/com/erp/inventory/controller/InvPurchaseController.java:105,待生成版本化 OpenAPI 基线
BEAPI-0168,inventory,InvPurchaseController,products,GET,/purchase/catalog/products,/inventory/purchase/catalog/products,inv:purchase:add,no,TableDataInfo,待逐接口核验,erp-modules/erp-inventory/src/main/java/com/erp/inventory/controller/InvPurchaseController.java:115,待生成版本化 OpenAPI 基线
BEAPI-0169,inventory,InvPurchaseController,oeItems,GET,/purchase/catalog/oe,/inventory/purchase/catalog/oe,inv:purchase:add,no,TableDataInfo,待逐接口核验,erp-modules/erp-inventory/src/main/java/com/erp/inventory/controller/InvPurchaseController.java:125,待生成版本化 OpenAPI 基线
BEAPI-0170,inventory,InvPurchaseController,gifts,GET,/purchase/catalog/gifts,/inventory/purchase/catalog/gifts,inv:purchase:add,no,TableDataInfo,待逐接口核验,erp-modules/erp-inventory/src/main/java/com/erp/inventory/controller/InvPurchaseController.java:135,待生成版本化 OpenAPI 基线
BEAPI-0171,inventory,InvPurchaseController,receive,POST,/purchase/receive/{orderId},/inventory/purchase/receive/{orderId},inv:purchase:receive,yes,AjaxResult,待逐接口核验,erp-modules/erp-inventory/src/main/java/com/erp/inventory/controller/InvPurchaseController.java:147,待生成版本化 OpenAPI 基线
BEAPI-0172,inventory,InvPurchaseController,receiptBatches,GET,/purchase/{orderId}/receipt-batches,/inventory/purchase/{orderId}/receipt-batches,inv:purchase:query,no,AjaxResult,待逐接口核验,erp-modules/erp-inventory/src/main/java/com/erp/inventory/controller/InvPurchaseController.java:158,待生成版本化 OpenAPI 基线
BEAPI-0173,inventory,InvPurchaseController,pendingReceiptBatches,GET,/purchase/{orderId}/receipt-batches/pending,/inventory/purchase/{orderId}/receipt-batches/pending,inv:purchase:qc,no,AjaxResult,待逐接口核验,erp-modules/erp-inventory/src/main/java/com/erp/inventory/controller/InvPurchaseController.java:167,待生成版本化 OpenAPI 基线
BEAPI-0174,inventory,InvPurchaseController,qualityCheckBatch,POST,/purchase/qc/batch/{orderId},/inventory/purchase/qc/batch/{orderId},inv:purchase:qc,yes,AjaxResult,待逐接口核验,erp-modules/erp-inventory/src/main/java/com/erp/inventory/controller/InvPurchaseController.java:178,待生成版本化 OpenAPI 基线
BEAPI-0175,inventory,InvPurchaseController,qualityCheck,POST,/purchase/qc/{orderId},/inventory/purchase/qc/{orderId},inv:purchase:qc,yes,AjaxResult,待逐接口核验,erp-modules/erp-inventory/src/main/java/com/erp/inventory/controller/InvPurchaseController.java:191,待生成版本化 OpenAPI 基线
BEAPI-0176,inventory,InvPurchaseController,delete,DELETE,/purchase/delete/{orderId},/inventory/purchase/delete/{orderId},inv:purchase:remove,yes,AjaxResult,待逐接口核验,erp-modules/erp-inventory/src/main/java/com/erp/inventory/controller/InvPurchaseController.java:210,待生成版本化 OpenAPI 基线
BEAPI-0177,inventory,InvPurchaseController,cancel,DELETE,/purchase/{orderId},/inventory/purchase/{orderId},inv:purchase:remove,yes,AjaxResult,待逐接口核验,erp-modules/erp-inventory/src/main/java/com/erp/inventory/controller/InvPurchaseController.java:222,待生成版本化 OpenAPI 基线
BEAPI-0178,inventory,InvPurchaseController,export,POST,/purchase/export,/inventory/purchase/export,inv:purchase:export,no,void,待逐接口核验,erp-modules/erp-inventory/src/main/java/com/erp/inventory/controller/InvPurchaseController.java:233,待生成版本化 OpenAPI 基线
BEAPI-0179,inventory,InvPurchaseReturnController,list,GET,/purchaseReturn/list,/inventory/purchaseReturn/list,未声明/公共接口,no,TableDataInfo,待逐接口核验,erp-modules/erp-inventory/src/main/java/com/erp/inventory/controller/InvPurchaseReturnController.java:36,待生成版本化 OpenAPI 基线
BEAPI-0180,inventory,InvPurchaseReturnController,my,GET,/purchaseReturn/my,/inventory/purchaseReturn/my,未声明/公共接口,no,TableDataInfo,待逐接口核验,erp-modules/erp-inventory/src/main/java/com/erp/inventory/controller/InvPurchaseReturnController.java:47,待生成版本化 OpenAPI 基线
BEAPI-0181,inventory,InvPurchaseReturnController,sourceOrders,GET,/purchaseReturn/source-orders,/inventory/purchaseReturn/source-orders,未声明/公共接口,no,TableDataInfo,待逐接口核验,erp-modules/erp-inventory/src/main/java/com/erp/inventory/controller/InvPurchaseReturnController.java:58,待生成版本化 OpenAPI 基线
BEAPI-0182,inventory,InvPurchaseReturnController,sourceOrder,GET,/purchaseReturn/source-orders/{orderId},/inventory/purchaseReturn/source-orders/{orderId},未声明/公共接口,no,AjaxResult,待逐接口核验,erp-modules/erp-inventory/src/main/java/com/erp/inventory/controller/InvPurchaseReturnController.java:69,待生成版本化 OpenAPI 基线
BEAPI-0183,inventory,InvPurchaseReturnController,getInfo,GET,/purchaseReturn/{returnId},/inventory/purchaseReturn/{returnId},未声明/公共接口,no,AjaxResult,待逐接口核验,erp-modules/erp-inventory/src/main/java/com/erp/inventory/controller/InvPurchaseReturnController.java:79,待生成版本化 OpenAPI 基线
BEAPI-0184,inventory,InvPurchaseReturnController,save,POST,/purchaseReturn/save,/inventory/purchaseReturn/save,未声明/公共接口,yes,AjaxResult,待逐接口核验,erp-modules/erp-inventory/src/main/java/com/erp/inventory/controller/InvPurchaseReturnController.java:90,待生成版本化 OpenAPI 基线
BEAPI-0185,inventory,InvPurchaseReturnController,submit,POST,/purchaseReturn/submit,/inventory/purchaseReturn/submit,未声明/公共接口,yes,AjaxResult,待逐接口核验,erp-modules/erp-inventory/src/main/java/com/erp/inventory/controller/InvPurchaseReturnController.java:101,待生成版本化 OpenAPI 基线
BEAPI-0186,inventory,InvPurchaseReturnController,submitSaved,POST,/purchaseReturn/submit/{returnId},/inventory/purchaseReturn/submit/{returnId},未声明/公共接口,yes,AjaxResult,待逐接口核验,erp-modules/erp-inventory/src/main/java/com/erp/inventory/controller/InvPurchaseReturnController.java:112,待生成版本化 OpenAPI 基线
BEAPI-0187,inventory,InvPurchaseReturnController,confirm,POST,/purchaseReturn/confirm/{returnId},/inventory/purchaseReturn/confirm/{returnId},未声明/公共接口,yes,AjaxResult,待逐接口核验,erp-modules/erp-inventory/src/main/java/com/erp/inventory/controller/InvPurchaseReturnController.java:124,待生成版本化 OpenAPI 基线
BEAPI-0188,inventory,InvPurchaseReturnController,remove,DELETE,/purchaseReturn/{returnId},/inventory/purchaseReturn/{returnId},未声明/公共接口,yes,AjaxResult,待逐接口核验,erp-modules/erp-inventory/src/main/java/com/erp/inventory/controller/InvPurchaseReturnController.java:136,待生成版本化 OpenAPI 基线
BEAPI-0189,inventory,InvPurchaseReturnController,export,POST,/purchaseReturn/export,/inventory/purchaseReturn/export,未声明/公共接口,no,void,待逐接口核验,erp-modules/erp-inventory/src/main/java/com/erp/inventory/controller/InvPurchaseReturnController.java:147,待生成版本化 OpenAPI 基线
BEAPI-0190,inventory,InvReportController,summary,GET,/report/summary,/inventory/report/summary,inv:cost:view | inv:report:list,no,AjaxResult,待逐接口核验,erp-modules/erp-inventory/src/main/java/com/erp/inventory/controller/InvReportController.java:37,待生成版本化 OpenAPI 基线
BEAPI-0191,inventory,InvReportController,stockWarning,GET,/report/stock-warning,/inventory/report/stock-warning,inv:report:list,no,TableDataInfo,待逐接口核验,erp-modules/erp-inventory/src/main/java/com/erp/inventory/controller/InvReportController.java:48,待生成版本化 OpenAPI 基线
BEAPI-0192,inventory,InvReportController,productOptions,GET,/report/product-options,/inventory/report/product-options,inv:report:list,no,AjaxResult,待逐接口核验,erp-modules/erp-inventory/src/main/java/com/erp/inventory/controller/InvReportController.java:59,待生成版本化 OpenAPI 基线
BEAPI-0193,inventory,InvReportController,exportStockWarning,POST,/report/stock-warning/export,/inventory/report/stock-warning/export,inv:report:export,no,void,待逐接口核验,erp-modules/erp-inventory/src/main/java/com/erp/inventory/controller/InvReportController.java:73,待生成版本化 OpenAPI 基线
BEAPI-0194,inventory,InvSalesController,save,POST,/sales/save,/inventory/sales/save,inv:sales:add,yes,AjaxResult,待逐接口核验,erp-modules/erp-inventory/src/main/java/com/erp/inventory/controller/InvSalesController.java:36,待生成版本化 OpenAPI 基线
BEAPI-0195,inventory,InvSalesController,submit,POST,/sales/submit,/inventory/sales/submit,inv:sales:submit,yes,AjaxResult,待逐接口核验,erp-modules/erp-inventory/src/main/java/com/erp/inventory/controller/InvSalesController.java:45,待生成版本化 OpenAPI 基线
BEAPI-0196,inventory,InvSalesController,list,GET,/sales/list,/inventory/sales/list,inv:sales:list,no,TableDataInfo,待逐接口核验,erp-modules/erp-inventory/src/main/java/com/erp/inventory/controller/InvSalesController.java:52,待生成版本化 OpenAPI 基线
BEAPI-0197,inventory,InvSalesController,myList,GET,/sales/my,/inventory/sales/my,inv:sales:list,no,TableDataInfo,待逐接口核验,erp-modules/erp-inventory/src/main/java/com/erp/inventory/controller/InvSalesController.java:61,待生成版本化 OpenAPI 基线
BEAPI-0198,inventory,InvSalesController,detail,GET,/sales/{orderId},/inventory/sales/{orderId},inv:sales:query,no,AjaxResult,待逐接口核验,erp-modules/erp-inventory/src/main/java/com/erp/inventory/controller/InvSalesController.java:70,待生成版本化 OpenAPI 基线
BEAPI-0199,inventory,InvSalesController,deliver,POST,/sales/deliver/{orderId},/inventory/sales/deliver/{orderId},inv:sales:deliver,no,AjaxResult,待逐接口核验,erp-modules/erp-inventory/src/main/java/com/erp/inventory/controller/InvSalesController.java:78,待生成版本化 OpenAPI 基线
BEAPI-0200,inventory,InvSalesController,cancel,DELETE,/sales/{orderId},/inventory/sales/{orderId},inv:sales:remove,yes,AjaxResult,待逐接口核验,erp-modules/erp-inventory/src/main/java/com/erp/inventory/controller/InvSalesController.java:87,待生成版本化 OpenAPI 基线
BEAPI-0201,inventory,InvSalesController,export,POST,/sales/export,/inventory/sales/export,inv:sales:export,no,void,待逐接口核验,erp-modules/erp-inventory/src/main/java/com/erp/inventory/controller/InvSalesController.java:96,待生成版本化 OpenAPI 基线
BEAPI-0202,inventory,InvSalesReturnController,list,GET,/salesReturn/list,/inventory/salesReturn/list,未声明/公共接口,no,TableDataInfo,待逐接口核验,erp-modules/erp-inventory/src/main/java/com/erp/inventory/controller/InvSalesReturnController.java:35,待生成版本化 OpenAPI 基线
BEAPI-0203,inventory,InvSalesReturnController,my,GET,/salesReturn/my,/inventory/salesReturn/my,未声明/公共接口,no,TableDataInfo,待逐接口核验,erp-modules/erp-inventory/src/main/java/com/erp/inventory/controller/InvSalesReturnController.java:44,待生成版本化 OpenAPI 基线
BEAPI-0204,inventory,InvSalesReturnController,getInfo,GET,/salesReturn/{returnId},/inventory/salesReturn/{returnId},未声明/公共接口,no,AjaxResult,待逐接口核验,erp-modules/erp-inventory/src/main/java/com/erp/inventory/controller/InvSalesReturnController.java:53,待生成版本化 OpenAPI 基线
BEAPI-0205,inventory,InvSalesReturnController,save,POST,/salesReturn/save,/inventory/salesReturn/save,未声明/公共接口,yes,AjaxResult,待逐接口核验,erp-modules/erp-inventory/src/main/java/com/erp/inventory/controller/InvSalesReturnController.java:62,待生成版本化 OpenAPI 基线
BEAPI-0206,inventory,InvSalesReturnController,submit,POST,/salesReturn/submit,/inventory/salesReturn/submit,未声明/公共接口,yes,AjaxResult,待逐接口核验,erp-modules/erp-inventory/src/main/java/com/erp/inventory/controller/InvSalesReturnController.java:71,待生成版本化 OpenAPI 基线
BEAPI-0207,inventory,InvSalesReturnController,confirm,POST,/salesReturn/confirm/{returnId},/inventory/salesReturn/confirm/{returnId},未声明/公共接口,yes,AjaxResult,待逐接口核验,erp-modules/erp-inventory/src/main/java/com/erp/inventory/controller/InvSalesReturnController.java:80,待生成版本化 OpenAPI 基线
BEAPI-0208,inventory,InvSalesReturnController,remove,DELETE,/salesReturn/{returnId},/inventory/salesReturn/{returnId},未声明/公共接口,yes,AjaxResult,待逐接口核验,erp-modules/erp-inventory/src/main/java/com/erp/inventory/controller/InvSalesReturnController.java:90,待生成版本化 OpenAPI 基线
BEAPI-0209,inventory,InvSalesReturnController,export,POST,/salesReturn/export,/inventory/salesReturn/export,未声明/公共接口,no,void,待逐接口核验,erp-modules/erp-inventory/src/main/java/com/erp/inventory/controller/InvSalesReturnController.java:99,待生成版本化 OpenAPI 基线
BEAPI-0210,inventory,InvStockCheckApprovalStartOutboxController,list,GET,/stockCheck/approval-start-outbox/list,/inventory/stockCheck/approval-start-outbox/list,未声明/公共接口,no,TableDataInfo,待逐接口核验,erp-modules/erp-inventory/src/main/java/com/erp/inventory/controller/InvStockCheckApprovalStartOutboxController.java:41,待生成版本化 OpenAPI 基线
BEAPI-0211,inventory,InvStockCheckApprovalStartOutboxController,summary,GET,/stockCheck/approval-start-outbox/summary,/inventory/stockCheck/approval-start-outbox/summary,未声明/公共接口,no,AjaxResult,待逐接口核验,erp-modules/erp-inventory/src/main/java/com/erp/inventory/controller/InvStockCheckApprovalStartOutboxController.java:49,待生成版本化 OpenAPI 基线
BEAPI-0212,inventory,InvStockCheckApprovalStartOutboxController,replay,POST,/stockCheck/approval-start-outbox/{outboxId}/replay,/inventory/stockCheck/approval-start-outbox/{outboxId}/replay,未声明/公共接口,yes,AjaxResult,待逐接口核验,erp-modules/erp-inventory/src/main/java/com/erp/inventory/controller/InvStockCheckApprovalStartOutboxController.java:59,待生成版本化 OpenAPI 基线
BEAPI-0213,inventory,InvStockCheckController,list,GET,/stockCheck/list,/inventory/stockCheck/list,inv:cost:view,no,TableDataInfo,待逐接口核验,erp-modules/erp-inventory/src/main/java/com/erp/inventory/controller/InvStockCheckController.java:49,待生成版本化 OpenAPI 基线
BEAPI-0214,inventory,InvStockCheckController,detail,GET,/stockCheck/{checkId},/inventory/stockCheck/{checkId},未声明/公共接口,no,AjaxResult,待逐接口核验,erp-modules/erp-inventory/src/main/java/com/erp/inventory/controller/InvStockCheckController.java:63,待生成版本化 OpenAPI 基线
BEAPI-0215,inventory,InvStockCheckController,create,POST,/stockCheck/create,/inventory/stockCheck/create,未声明/公共接口,yes,AjaxResult,待逐接口核验,erp-modules/erp-inventory/src/main/java/com/erp/inventory/controller/InvStockCheckController.java:75,待生成版本化 OpenAPI 基线
BEAPI-0216,inventory,InvStockCheckController,counterCandidates,GET,/stockCheck/counter-candidates,/inventory/stockCheck/counter-candidates,未声明/公共接口,no,AjaxResult,待逐接口核验,erp-modules/erp-inventory/src/main/java/com/erp/inventory/controller/InvStockCheckController.java:86,待生成版本化 OpenAPI 基线
BEAPI-0217,inventory,InvStockCheckController,assign,PUT,/stockCheck/{checkId}/assignment,/inventory/stockCheck/{checkId}/assignment,未声明/公共接口,yes,AjaxResult,待逐接口核验,erp-modules/erp-inventory/src/main/java/com/erp/inventory/controller/InvStockCheckController.java:100,待生成版本化 OpenAPI 基线
BEAPI-0218,inventory,InvStockCheckController,input,POST,/stockCheck/input/{checkId},/inventory/stockCheck/input/{checkId},未声明/公共接口,yes,AjaxResult,待逐接口核验,erp-modules/erp-inventory/src/main/java/com/erp/inventory/controller/InvStockCheckController.java:113,待生成版本化 OpenAPI 基线
BEAPI-0219,inventory,InvStockCheckController,submit,POST,/stockCheck/submit/{checkId},/inventory/stockCheck/submit/{checkId},未声明/公共接口,yes,AjaxResult,待逐接口核验,erp-modules/erp-inventory/src/main/java/com/erp/inventory/controller/InvStockCheckController.java:126,待生成版本化 OpenAPI 基线
BEAPI-0220,inventory,InvStockCheckController,restart,POST,/stockCheck/restart/{checkId},/inventory/stockCheck/restart/{checkId},未声明/公共接口,yes,AjaxResult,待逐接口核验,erp-modules/erp-inventory/src/main/java/com/erp/inventory/controller/InvStockCheckController.java:142,待生成版本化 OpenAPI 基线
BEAPI-0221,inventory,InvStockCheckController,approvalTodo,GET,/stockCheck/approval/todo,/inventory/stockCheck/approval/todo,未声明/公共接口,no,TableDataInfo,待逐接口核验,erp-modules/erp-inventory/src/main/java/com/erp/inventory/controller/InvStockCheckController.java:154,待生成版本化 OpenAPI 基线
BEAPI-0222,inventory,InvStockCheckController,approve,POST,/stockCheck/approval/{checkId}/approve,/inventory/stockCheck/approval/{checkId}/approve,未声明/公共接口,yes,AjaxResult,待逐接口核验,erp-modules/erp-inventory/src/main/java/com/erp/inventory/controller/InvStockCheckController.java:169,待生成版本化 OpenAPI 基线
BEAPI-0223,inventory,InvStockCheckController,reject,POST,/stockCheck/approval/{checkId}/reject,/inventory/stockCheck/approval/{checkId}/reject,未声明/公共接口,yes,AjaxResult,待逐接口核验,erp-modules/erp-inventory/src/main/java/com/erp/inventory/controller/InvStockCheckController.java:184,待生成版本化 OpenAPI 基线
BEAPI-0224,inventory,InvStockCheckController,approvalTrack,GET,/stockCheck/{checkId}/approval-track,/inventory/stockCheck/{checkId}/approval-track,未声明/公共接口,no,AjaxResult,待逐接口核验,erp-modules/erp-inventory/src/main/java/com/erp/inventory/controller/InvStockCheckController.java:199,待生成版本化 OpenAPI 基线
BEAPI-0225,inventory,InvStockCheckController,cancel,POST,/stockCheck/cancel/{checkId},/inventory/stockCheck/cancel/{checkId},未声明/公共接口,yes,AjaxResult,待逐接口核验,erp-modules/erp-inventory/src/main/java/com/erp/inventory/controller/InvStockCheckController.java:211,待生成版本化 OpenAPI 基线
BEAPI-0226,inventory,InvStockCheckController,withdraw,POST,/stockCheck/{checkId}/withdraw,/inventory/stockCheck/{checkId}/withdraw,未声明/公共接口,yes,AjaxResult,待逐接口核验,erp-modules/erp-inventory/src/main/java/com/erp/inventory/controller/InvStockCheckController.java:223,待生成版本化 OpenAPI 基线
BEAPI-0227,inventory,InvStockCheckController,delete,DELETE,/stockCheck/{checkIds},/inventory/stockCheck/{checkIds},未声明/公共接口,yes,AjaxResult,待逐接口核验,erp-modules/erp-inventory/src/main/java/com/erp/inventory/controller/InvStockCheckController.java:235,待生成版本化 OpenAPI 基线
BEAPI-0228,inventory,InvStockCheckController,export,POST,/stockCheck/export,/inventory/stockCheck/export,未声明/公共接口,no,void,待逐接口核验,erp-modules/erp-inventory/src/main/java/com/erp/inventory/controller/InvStockCheckController.java:246,待生成版本化 OpenAPI 基线
BEAPI-0229,inventory,InvStockController,list,GET,/stock/list,/inventory/stock/list,inv:cost:view | inv:stock:list,no,TableDataInfo,待逐接口核验,erp-modules/erp-inventory/src/main/java/com/erp/inventory/controller/InvStockController.java:41,待生成版本化 OpenAPI 基线
BEAPI-0230,inventory,InvStockController,summary,GET,/stock/summary,/inventory/stock/summary,inv:stock:list,no,AjaxResult,待逐接口核验,erp-modules/erp-inventory/src/main/java/com/erp/inventory/controller/InvStockController.java:52,待生成版本化 OpenAPI 基线
BEAPI-0231,inventory,InvStockController,getInfo,GET,/stock/{stockId},/inventory/stock/{stockId},inv:stock:query,no,AjaxResult,待逐接口核验,erp-modules/erp-inventory/src/main/java/com/erp/inventory/controller/InvStockController.java:65,待生成版本化 OpenAPI 基线
BEAPI-0232,inventory,InvStockController,adjustExisting,POST,/stock/{stockId}/adjust,/inventory/stock/{stockId}/adjust,inv:stock:adjust,yes,AjaxResult,待逐接口核验,erp-modules/erp-inventory/src/main/java/com/erp/inventory/controller/InvStockController.java:77,待生成版本化 OpenAPI 基线
BEAPI-0233,inventory,InvStockController,adjust,POST,/stock/adjust,/inventory/stock/adjust,inv:stock:adjust,yes,AjaxResult,待逐接口核验,erp-modules/erp-inventory/src/main/java/com/erp/inventory/controller/InvStockController.java:90,待生成版本化 OpenAPI 基线
BEAPI-0234,inventory,InvStockController,logList,GET,/stock/log/list,/inventory/stock/log/list,inv:stock:log,no,TableDataInfo,待逐接口核验,erp-modules/erp-inventory/src/main/java/com/erp/inventory/controller/InvStockController.java:100,待生成版本化 OpenAPI 基线
BEAPI-0235,inventory,InvStockController,export,POST,/stock/export,/inventory/stock/export,inv:stock:export,no,void,待逐接口核验,erp-modules/erp-inventory/src/main/java/com/erp/inventory/controller/InvStockController.java:113,待生成版本化 OpenAPI 基线
BEAPI-0236,inventory,InvStockController,exportLog,POST,/stock/log/export,/inventory/stock/log/export,inv:stock:export,no,void,待逐接口核验,erp-modules/erp-inventory/src/main/java/com/erp/inventory/controller/InvStockController.java:125,待生成版本化 OpenAPI 基线
BEAPI-0237,inventory,InvSupplierController,list,GET,/supplier/list,/inventory/supplier/list,inv:cost:view | inv:supplier:list,no,TableDataInfo,待逐接口核验,erp-modules/erp-inventory/src/main/java/com/erp/inventory/controller/InvSupplierController.java:39,待生成版本化 OpenAPI 基线
BEAPI-0238,inventory,InvSupplierController,getInfo,GET,/supplier/{supplierId},/inventory/supplier/{supplierId},inv:supplier:query,no,AjaxResult,待逐接口核验,erp-modules/erp-inventory/src/main/java/com/erp/inventory/controller/InvSupplierController.java:49,待生成版本化 OpenAPI 基线
BEAPI-0239,inventory,InvSupplierController,products,GET,/supplier/{supplierId}/products,/inventory/supplier/{supplierId}/products,inv:supplier:query,no,AjaxResult,待逐接口核验,erp-modules/erp-inventory/src/main/java/com/erp/inventory/controller/InvSupplierController.java:58,待生成版本化 OpenAPI 基线
BEAPI-0240,inventory,InvSupplierController,add,POST,/supplier,/inventory/supplier,inv:supplier:add,yes,AjaxResult,待逐接口核验,erp-modules/erp-inventory/src/main/java/com/erp/inventory/controller/InvSupplierController.java:71,待生成版本化 OpenAPI 基线
BEAPI-0241,inventory,InvSupplierController,edit,POST,/supplier/update,/inventory/supplier/update,inv:supplier:edit,yes,AjaxResult,待逐接口核验,erp-modules/erp-inventory/src/main/java/com/erp/inventory/controller/InvSupplierController.java:82,待生成版本化 OpenAPI 基线
BEAPI-0242,inventory,InvSupplierController,remove,DELETE,/supplier/{supplierIds},/inventory/supplier/{supplierIds},inv:supplier:remove,yes,AjaxResult,待逐接口核验,erp-modules/erp-inventory/src/main/java/com/erp/inventory/controller/InvSupplierController.java:93,待生成版本化 OpenAPI 基线
BEAPI-0243,inventory,InvSupplierController,export,POST,/supplier/export,/inventory/supplier/export,inv:supplier:export,no,void,待逐接口核验,erp-modules/erp-inventory/src/main/java/com/erp/inventory/controller/InvSupplierController.java:104,待生成版本化 OpenAPI 基线
BEAPI-0244,inventory,InvTodoController,summary,GET,/todo/summary,/inventory/todo/summary,未声明/公共接口,no,AjaxResult,待逐接口核验,erp-modules/erp-inventory/src/main/java/com/erp/inventory/controller/InvTodoController.java:26,待生成版本化 OpenAPI 基线
BEAPI-0245,inventory,InvTodoController,list,GET,/todo/list,/inventory/todo/list,未声明/公共接口,no,TableDataInfo,待逐接口核验,erp-modules/erp-inventory/src/main/java/com/erp/inventory/controller/InvTodoController.java:34,待生成版本化 OpenAPI 基线
BEAPI-0246,inventory,InvTransferApprovalRuleController,list,GET,/transfer/rule/list,/inventory/transfer/rule/list,inv:transfer:rule:list,no,TableDataInfo,待逐接口核验,erp-modules/erp-inventory/src/main/java/com/erp/inventory/controller/InvTransferApprovalRuleController.java:39,待生成版本化 OpenAPI 基线
BEAPI-0247,inventory,InvTransferApprovalRuleController,getInfo,GET,/transfer/rule/{ruleId},/inventory/transfer/rule/{ruleId},inv:transfer:rule:query,no,AjaxResult,待逐接口核验,erp-modules/erp-inventory/src/main/java/com/erp/inventory/controller/InvTransferApprovalRuleController.java:48,待生成版本化 OpenAPI 基线
BEAPI-0248,inventory,InvTransferApprovalRuleController,add,POST,/transfer/rule,/inventory/transfer/rule,inv:transfer:rule:add,yes,AjaxResult,待逐接口核验,erp-modules/erp-inventory/src/main/java/com/erp/inventory/controller/InvTransferApprovalRuleController.java:57,待生成版本化 OpenAPI 基线
BEAPI-0249,inventory,InvTransferApprovalRuleController,edit,PUT,/transfer/rule,/inventory/transfer/rule,inv:transfer:rule:edit,yes,AjaxResult,待逐接口核验,erp-modules/erp-inventory/src/main/java/com/erp/inventory/controller/InvTransferApprovalRuleController.java:66,待生成版本化 OpenAPI 基线
BEAPI-0250,inventory,InvTransferApprovalRuleController,remove,DELETE,/transfer/rule/{ruleId},/inventory/transfer/rule/{ruleId},inv:transfer:rule:remove,yes,AjaxResult,待逐接口核验,erp-modules/erp-inventory/src/main/java/com/erp/inventory/controller/InvTransferApprovalRuleController.java:75,待生成版本化 OpenAPI 基线
BEAPI-0251,inventory,InvTransferApprovalRuleController,preview,POST,/transfer/rule/preview,/inventory/transfer/rule/preview,inv:transfer:rule:query,no,AjaxResult,待逐接口核验,erp-modules/erp-inventory/src/main/java/com/erp/inventory/controller/InvTransferApprovalRuleController.java:82,待生成版本化 OpenAPI 基线
BEAPI-0252,inventory,InvTransferApprovalRuleController,candidatePreview,POST,/transfer/rule/{ruleId}/candidate-preview,/inventory/transfer/rule/{ruleId}/candidate-preview,inv:transfer:rule:query,no,AjaxResult,待逐接口核验,erp-modules/erp-inventory/src/main/java/com/erp/inventory/controller/InvTransferApprovalRuleController.java:89,待生成版本化 OpenAPI 基线
BEAPI-0253,inventory,InvTransferApprovalStartOutboxController,list,GET,/transfer/approval-start-outbox/list,/inventory/transfer/approval-start-outbox/list,inv:transfer:approvalStartOutbox,no,TableDataInfo,待逐接口核验,erp-modules/erp-inventory/src/main/java/com/erp/inventory/controller/InvTransferApprovalStartOutboxController.java:41,待生成版本化 OpenAPI 基线
BEAPI-0254,inventory,InvTransferApprovalStartOutboxController,summary,GET,/transfer/approval-start-outbox/summary,/inventory/transfer/approval-start-outbox/summary,inv:transfer:approvalStartOutbox,no,AjaxResult,待逐接口核验,erp-modules/erp-inventory/src/main/java/com/erp/inventory/controller/InvTransferApprovalStartOutboxController.java:49,待生成版本化 OpenAPI 基线
BEAPI-0255,inventory,InvTransferApprovalStartOutboxController,replay,POST,/transfer/approval-start-outbox/{outboxId}/replay,/inventory/transfer/approval-start-outbox/{outboxId}/replay,inv:transfer:approvalStartOutbox,yes,AjaxResult,待逐接口核验,erp-modules/erp-inventory/src/main/java/com/erp/inventory/controller/InvTransferApprovalStartOutboxController.java:59,待生成版本化 OpenAPI 基线
BEAPI-0256,inventory,InvTransferController,list,GET,/transfer/list,/inventory/transfer/list,inv:transfer:list,no,TableDataInfo,待逐接口核验,erp-modules/erp-inventory/src/main/java/com/erp/inventory/controller/InvTransferController.java:106,待生成版本化 OpenAPI 基线
BEAPI-0257,inventory,InvTransferController,processing,GET,/transfer/processing,/inventory/transfer/processing,inv:transfer:list,no,TableDataInfo,待逐接口核验,erp-modules/erp-inventory/src/main/java/com/erp/inventory/controller/InvTransferController.java:118,待生成版本化 OpenAPI 基线
BEAPI-0258,inventory,InvTransferController,opsSummary,GET,/transfer/ops-summary,/inventory/transfer/ops-summary,inv:transfer:list,no,AjaxResult,待逐接口核验,erp-modules/erp-inventory/src/main/java/com/erp/inventory/controller/InvTransferController.java:131,待生成版本化 OpenAPI 基线
